Date,User Type,Component,Total
2020-09-22,AS_TEACHERS,Scheduler,16
2020-09-22,AS_TEACHERS,System,3782
2020-09-22,AS_TEACHERS,URL,25
2020-09-22,AS_TEACHERS,Workshop,3
2020-11-09,AS_NON-EDITING-TEACHERS,Assignment,251
2020-11-09,AS_NON-EDITING-TEACHERS,File,4
2020-11-09,AS_NON-EDITING-TEACHERS,File submissions,4
2020-11-09,AS_NON-EDITING-TEACHERS,Forum,102
2020-11-09,AS_NON-EDITING-TEACHERS,Grader report,10
2020-11-09,AS_NON-EDITING-TEACHERS,Group choice,7
2020-11-09,AS_NON-EDITING-TEACHERS,Online text submissions,4
2020-11-09,AS_NON-EDITING-TEACHERS,Open Forum,74
2020-11-09,AS_NON-EDITING-TEACHERS,Overview report,1
2020-11-09,AS_NON-EDITING-TEACHERS,Page,4
2020-11-09,AS_NON-EDITING-TEACHERS,Quiz,997
2020-11-09,AS_NON-EDITING-TEACHERS,Single view,5
2020-11-09,AS_NON-EDITING-TEACHERS,System,2934
2020-11-09,AS_NON-EDITING-TEACHERS,URL,28
2020-11-09,AS_NON-EDITING-TEACHERS,User report,3
2020-11-09,AS_STUDENT,Assignment,2838
2020-11-09,AS_STUDENT,Book,60
2020-11-09,AS_STUDENT,External tool,2
2020-11-09,AS_STUDENT,Feedback,4
2020-11-09,AS_STUDENT,File,491
2020-11-09,AS_STUDENT,File submissions,340
2020-11-09,AS_STUDENT,Folder,32
2020-11-09,AS_STUDENT,Forum,274
2020-11-09,AS_STUDENT,Grader report,6
2020-11-09,AS_STUDENT,Group choice,106
2020-11-09,AS_STUDENT,Lesson,1372
2020-11-09,AS_STUDENT,Online text submissions,104
2020-11-09,AS_STUDENT,Open Forum,568
2020-11-09,AS_STUDENT,Overview report,17
2020-11-09,AS_STUDENT,Page,82
2020-11-09,AS_STUDENT,Quiz,3200
2020-11-09,AS_STUDENT,Scheduler,1
2020-11-09,AS_STUDENT,Single view,5
2020-11-09,AS_STUDENT,Submission comments,19
2020-11-09,AS_STUDENT,System,16065
2020-11-09,AS_STUDENT,URL,1036
2020-11-09,AS_STUDENT,User report,158
2020-11-09,AS_STUDENT,User tours,169
2020-11-09,AS_STUDENT,Workshop,1
2020-11-09,AS_TEACHERS,Assignment,550
2020-11-09,AS_TEACHERS,Excel spreadsheet,6
2020-11-09,AS_TEACHERS,File,4
2020-11-09,AS_TEACHERS,Folder,1
2020-11-09,AS_TEACHERS,Forum,167
2020-11-09,AS_TEACHERS,Grader report,38
2020-11-09,AS_TEACHERS,Group choice,9
2020-11-09,AS_TEACHERS,Lesson,74
2020-11-09,AS_TEACHERS,Logs,6
2020-11-09,AS_TEACHERS,Open Forum,112
2020-11-09,AS_TEACHERS,Open Grader,1
2020-11-09,AS_TEACHERS,Overview report,1
2020-11-09,AS_TEACHERS,Page,5
2020-11-09,AS_TEACHERS,Quiz,1907
2020-11-09,AS_TEACHERS,Single view,20
2020-11-09,AS_TEACHERS,System,9331
2020-11-09,AS_TEACHERS,URL,47
2020-11-09,AS_TEACHERS,User report,10
2020-12-20,AS_NON-EDITING-TEACHERS,File,2
2020-12-20,AS_NON-EDITING-TEACHERS,System,89
2020-12-20,AS_STUDENT,Assignment,1048
2020-12-20,AS_STUDENT,Book,49
2020-12-20,AS_STUDENT,External tool,3
2020-12-20,AS_STUDENT,File,408
2020-12-20,AS_STUDENT,File submissions,82
2020-12-20,AS_STUDENT,Folder,4
2020-12-20,AS_STUDENT,Forum,88
2020-12-20,AS_STUDENT,Group choice,19
2020-12-20,AS_STUDENT,Lesson,750
2020-12-20,AS_STUDENT,Online text submissions,16
2020-12-20,AS_STUDENT,Open Forum,122
2020-12-20,AS_STUDENT,Overview report,5
2020-12-20,AS_STUDENT,Page,141
2020-12-20,AS_STUDENT,Quiz,1597
2020-12-20,AS_STUDENT,Scheduler,2
2020-12-20,AS_STUDENT,Submission comments,4
2020-12-20,AS_STUDENT,System,4885
2020-12-20,AS_STUDENT,URL,479
2020-12-20,AS_STUDENT,User report,63
2020-12-20,AS_STUDENT,User tours,22
2020-12-20,AS_TEACHERS,Assignment,90
2020-12-20,AS_TEACHERS,Excel spreadsheet,2
2020-12-20,AS_TEACHERS,External tool,1
2020-12-20,AS_TEACHERS,File,2
2020-12-20,AS_TEACHERS,Grader report,7
2020-12-20,AS_TEACHERS,Open Forum,7
2020-12-20,AS_TEACHERS,OpenDocument spreadsheet,1
2020-12-20,AS_TEACHERS,Quiz,27
2020-12-20,AS_TEACHERS,Submission comments,17
2020-12-20,AS_TEACHERS,System,843
2020-12-21,AS_NON-EDITING-TEACHERS,Assignment,43
2020-12-21,AS_NON-EDITING-TEACHERS,File submissions,2
2020-12-21,AS_NON-EDITING-TEACHERS,Grader report,6
2020-12-21,AS_NON-EDITING-TEACHERS,Open Forum,15
2020-12-21,AS_NON-EDITING-TEACHERS,Overview report,1
2020-12-21,AS_NON-EDITING-TEACHERS,Quiz,15
2020-12-21,AS_NON-EDITING-TEACHERS,Single view,10
2020-12-21,AS_NON-EDITING-TEACHERS,System,298
2020-12-21,AS_NON-EDITING-TEACHERS,URL,2
2020-12-21,AS_NON-EDITING-TEACHERS,User report,2
2020-12-21,AS_STUDENT,Assignment,1367
2020-12-21,AS_STUDENT,Book,20
2020-12-21,AS_STUDENT,External tool,3
2020-12-21,AS_STUDENT,File,629
2020-12-21,AS_STUDENT,File submissions,116
2020-12-21,AS_STUDENT,Folder,1
2020-12-21,AS_STUDENT,Forum,147
2020-12-21,AS_STUDENT,Grader report,6
2020-12-21,AS_STUDENT,Group choice,9
2020-12-21,AS_STUDENT,Lesson,108
2020-12-21,AS_STUDENT,Online text submissions,32
2020-12-21,AS_STUDENT,Open Forum,211
2020-12-21,AS_STUDENT,Open Grader,3
2020-12-21,AS_STUDENT,Overview report,15
2020-12-21,AS_STUDENT,Page,181
2020-12-21,AS_STUDENT,Quiz,3813
2020-12-21,AS_STUDENT,Scheduler,1
2020-12-21,AS_STUDENT,Single view,10
2020-12-21,AS_STUDENT,Submission comments,1
2020-12-21,AS_STUDENT,System,8004
2020-12-21,AS_STUDENT,URL,533
2020-12-21,AS_STUDENT,User report,156
2020-12-21,AS_STUDENT,User tours,41
2020-12-21,AS_TEACHERS,Assignment,63
2020-12-21,AS_TEACHERS,Book,50
2020-12-21,AS_TEACHERS,File,3
2020-12-21,AS_TEACHERS,Folder,1
2020-12-21,AS_TEACHERS,Forum,3
2020-12-21,AS_TEACHERS,Grader report,11
2020-12-21,AS_TEACHERS,Logs,1
2020-12-21,AS_TEACHERS,Open Forum,74
2020-12-21,AS_TEACHERS,Overview report,4
2020-12-21,AS_TEACHERS,Quiz,122
2020-12-21,AS_TEACHERS,Scheduler,24
2020-12-21,AS_TEACHERS,Single view,10
2020-12-21,AS_TEACHERS,System,2374
2020-12-21,AS_TEACHERS,URL,17
2021-01-06,AS_NON-EDITING-TEACHERS,Assignment,68
2021-01-06,AS_NON-EDITING-TEACHERS,File,1
2021-01-06,AS_NON-EDITING-TEACHERS,File submissions,4
2021-01-06,AS_NON-EDITING-TEACHERS,Forum,5
2021-01-06,AS_NON-EDITING-TEACHERS,Grader report,1
2021-01-06,AS_NON-EDITING-TEACHERS,Group choice,4
2021-01-06,AS_NON-EDITING-TEACHERS,Open Forum,12
2021-01-06,AS_NON-EDITING-TEACHERS,Questionnaire,3
2021-01-06,AS_NON-EDITING-TEACHERS,Quiz,76
2021-01-06,AS_NON-EDITING-TEACHERS,Single view,2
2021-01-06,AS_NON-EDITING-TEACHERS,System,252
2021-01-06,AS_NON-EDITING-TEACHERS,URL,5
2021-01-06,AS_STUDENT,Assignment,3346
2021-01-06,AS_STUDENT,Book,323
2021-01-06,AS_STUDENT,External tool,6
2021-01-06,AS_STUDENT,File,492
2021-01-06,AS_STUDENT,File submissions,358
2021-01-06,AS_STUDENT,Folder,13
2021-01-06,AS_STUDENT,Forum,340
2021-01-06,AS_STUDENT,Grader report,1
2021-01-06,AS_STUDENT,Group choice,12
2021-01-06,AS_STUDENT,Lesson,377
2021-01-06,AS_STUDENT,Online text submissions,78
2021-01-06,AS_STUDENT,Open Forum,271
2021-01-06,AS_STUDENT,Overview report,19
2021-01-06,AS_STUDENT,Page,335
2021-01-06,AS_STUDENT,Quiz,8919
2021-01-06,AS_STUDENT,Safe Exam Browser access rules,17
2021-01-06,AS_STUDENT,Scheduler,38
2021-01-06,AS_STUDENT,Single view,2
2021-01-06,AS_STUDENT,Submission comments,4
2021-01-06,AS_STUDENT,System,8692
2021-01-06,AS_STUDENT,URL,770
2021-01-06,AS_STUDENT,User report,169
2021-01-06,AS_STUDENT,Workshop,2
2021-01-06,AS_TEACHERS,Activity report,1
2021-01-06,AS_TEACHERS,Assignment,598
2021-01-06,AS_TEACHERS,Book,2
2021-01-06,AS_TEACHERS,File,4
2021-01-06,AS_TEACHERS,Forum,24
2021-01-06,AS_TEACHERS,Grader report,18
2021-01-06,AS_TEACHERS,Group choice,4
2021-01-06,AS_TEACHERS,Lesson,28
2021-01-06,AS_TEACHERS,Open Forum,38
2021-01-06,AS_TEACHERS,Overview report,1
2021-01-06,AS_TEACHERS,Questionnaire,7
2021-01-06,AS_TEACHERS,Quiz,133
2021-01-06,AS_TEACHERS,Scheduler,1
2021-01-06,AS_TEACHERS,Single view,2
2021-01-06,AS_TEACHERS,Submission comments,52
2021-01-06,AS_TEACHERS,System,2283
2021-01-06,AS_TEACHERS,URL,4
2021-01-06,AS_TEACHERS,User report,1
2020-10-23,AS_NON-EDITING-TEACHERS,Assignment,241
2020-10-23,AS_NON-EDITING-TEACHERS,File,18
2020-10-23,AS_NON-EDITING-TEACHERS,File submissions,6
2020-10-23,AS_NON-EDITING-TEACHERS,Grader report,2
2020-10-23,AS_NON-EDITING-TEACHERS,Open Forum,22
2020-10-23,AS_NON-EDITING-TEACHERS,Quiz,35
2020-10-23,AS_NON-EDITING-TEACHERS,Submission comments,20
2020-10-23,AS_NON-EDITING-TEACHERS,System,1744
2020-10-23,AS_NON-EDITING-TEACHERS,URL,16
2020-10-23,AS_NON-EDITING-TEACHERS,User report,1
2020-10-23,AS_STUDENT,Assignment,2485
2020-10-23,AS_STUDENT,Book,4
2020-10-23,AS_STUDENT,Choice,23
2020-10-23,AS_STUDENT,External tool,7
2020-10-23,AS_STUDENT,File,700
2020-10-23,AS_STUDENT,File submissions,268
2020-10-23,AS_STUDENT,Forum,37
2020-10-23,AS_STUDENT,Glossary,1
2020-10-23,AS_STUDENT,Grader report,2
2020-10-23,AS_STUDENT,Group choice,13
2020-10-23,AS_STUDENT,Online text submissions,28
2020-10-23,AS_STUDENT,Open Forum,497
2020-10-23,AS_STUDENT,Overview report,13
2020-10-23,AS_STUDENT,Page,218
2020-10-23,AS_STUDENT,Questionnaire,3
2020-10-23,AS_STUDENT,Quiz,2944
2020-10-23,AS_STUDENT,Scheduler,72
2020-10-23,AS_STUDENT,Submission comments,28
2020-10-23,AS_STUDENT,System,11817
2020-10-23,AS_STUDENT,URL,799
2020-10-23,AS_STUDENT,User report,107
2020-10-23,AS_STUDENT,User tours,21
2020-10-23,AS_STUDENT,Workshop,33
2020-10-23,AS_TEACHERS,Assignment,212
2020-10-23,AS_TEACHERS,External tool,2
2020-10-23,AS_TEACHERS,Feedback,1
2020-10-23,AS_TEACHERS,File,17
2020-10-23,AS_TEACHERS,Grader report,5
2020-10-23,AS_TEACHERS,Logs,1
2020-10-23,AS_TEACHERS,Open Forum,53
2020-10-23,AS_TEACHERS,OpenDocument spreadsheet,1
2020-10-23,AS_TEACHERS,Page,6
2020-10-23,AS_TEACHERS,Quiz,306
2020-10-23,AS_TEACHERS,Scheduler,10
2020-10-23,AS_TEACHERS,Submission comments,1
2020-10-23,AS_TEACHERS,System,4523
2020-10-23,AS_TEACHERS,URL,25
2020-10-23,AS_TEACHERS,Workshop,8
2020-12-09,AS_NON-EDITING-TEACHERS,Assignment,34
2020-12-09,AS_NON-EDITING-TEACHERS,Forum,27
2020-12-09,AS_NON-EDITING-TEACHERS,Open Forum,17
2020-12-09,AS_NON-EDITING-TEACHERS,Quiz,322
2020-12-09,AS_NON-EDITING-TEACHERS,System,1079
2020-12-09,AS_NON-EDITING-TEACHERS,URL,5
2020-12-09,AS_NON-EDITING-TEACHERS,User report,2
2020-12-09,AS_STUDENT,Assignment,2087
2020-12-09,AS_STUDENT,Book,190
2020-12-09,AS_STUDENT,External tool,33
2020-12-09,AS_STUDENT,Feedback,1
2020-12-09,AS_STUDENT,File,429
2020-12-09,AS_STUDENT,File submissions,158
2020-12-09,AS_STUDENT,Folder,58
2020-12-09,AS_STUDENT,Forum,396
2020-12-09,AS_STUDENT,Group choice,24
2020-12-09,AS_STUDENT,Lesson,339
2020-12-09,AS_STUDENT,Online text submissions,6
2020-12-09,AS_STUDENT,Open Forum,278
2020-12-09,AS_STUDENT,Overview report,15
2020-12-09,AS_STUDENT,Page,63
2020-12-09,AS_STUDENT,Quiz,7772
2020-12-09,AS_STUDENT,Submission comments,4
2020-12-09,AS_STUDENT,System,10063
2020-12-09,AS_STUDENT,URL,666
2020-12-09,AS_STUDENT,User report,123
2020-12-09,AS_STUDENT,User tours,28
2020-12-09,AS_TEACHERS,Assignment,234
2020-12-09,AS_TEACHERS,Book,27
2020-12-09,AS_TEACHERS,Excel spreadsheet,4
2020-12-09,AS_TEACHERS,File,5
2020-12-09,AS_TEACHERS,Forum,26
2020-12-09,AS_TEACHERS,Grader report,20
2020-12-09,AS_TEACHERS,Lesson,53
2020-12-09,AS_TEACHERS,Logs,7
2020-12-09,AS_TEACHERS,Open Forum,35
2020-12-09,AS_TEACHERS,OpenDocument spreadsheet,5
2020-12-09,AS_TEACHERS,Overview report,6
2020-12-09,AS_TEACHERS,Quiz,412
2020-12-09,AS_TEACHERS,Submission comments,15
2020-12-09,AS_TEACHERS,System,4145
2020-12-09,AS_TEACHERS,URL,16
2020-12-09,AS_TEACHERS,User report,14
2020-12-08,AS_NON-EDITING-TEACHERS,Assignment,50
2020-12-08,AS_NON-EDITING-TEACHERS,File,1
2020-12-08,AS_NON-EDITING-TEACHERS,Forum,11
2020-12-08,AS_NON-EDITING-TEACHERS,Grader report,8
2020-12-08,AS_NON-EDITING-TEACHERS,Page,1
2020-12-08,AS_NON-EDITING-TEACHERS,Quiz,674
2020-12-08,AS_NON-EDITING-TEACHERS,Single view,13
2020-12-08,AS_NON-EDITING-TEACHERS,System,941
2020-12-08,AS_NON-EDITING-TEACHERS,URL,11
2020-12-08,AS_STUDENT,Assignment,1371
2020-12-08,AS_STUDENT,Book,120
2020-12-08,AS_STUDENT,External tool,4
2020-12-08,AS_STUDENT,File,293
2020-12-08,AS_STUDENT,File submissions,92
2020-12-08,AS_STUDENT,Folder,37
2020-12-08,AS_STUDENT,Forum,233
2020-12-08,AS_STUDENT,Grader report,8
2020-12-08,AS_STUDENT,Group choice,8
2020-12-08,AS_STUDENT,Lesson,78
2020-12-08,AS_STUDENT,Open Forum,231
2020-12-08,AS_STUDENT,Open Grader,1
2020-12-08,AS_STUDENT,Overview report,10
2020-12-08,AS_STUDENT,Page,52
2020-12-08,AS_STUDENT,Quiz,4622
2020-12-08,AS_STUDENT,Single view,13
2020-12-08,AS_STUDENT,Submission comments,1
2020-12-08,AS_STUDENT,System,5691
2020-12-08,AS_STUDENT,URL,487
2020-12-08,AS_STUDENT,User report,66
2020-12-08,AS_STUDENT,User tours,2
2020-12-08,AS_TEACHERS,Assignment,74
2020-12-08,AS_TEACHERS,Excel spreadsheet,1
2020-12-08,AS_TEACHERS,File,3
2020-12-08,AS_TEACHERS,Forum,20
2020-12-08,AS_TEACHERS,Grader report,19
2020-12-08,AS_TEACHERS,Open Forum,9
2020-12-08,AS_TEACHERS,Overview report,1
2020-12-08,AS_TEACHERS,Page,4
2020-12-08,AS_TEACHERS,Quiz,1195
2020-12-08,AS_TEACHERS,Single view,14
2020-12-08,AS_TEACHERS,System,1845
2020-12-08,AS_TEACHERS,URL,7
2020-12-08,AS_TEACHERS,User report,2
2020-12-22,AS_NON-EDITING-TEACHERS,Assignment,26
2020-12-22,AS_NON-EDITING-TEACHERS,Grader report,1
2020-12-22,AS_NON-EDITING-TEACHERS,Quiz,2
2020-12-22,AS_NON-EDITING-TEACHERS,Single view,1
2020-12-22,AS_NON-EDITING-TEACHERS,System,439
2020-12-22,AS_STUDENT,Assignment,141
2020-12-22,AS_STUDENT,Choice,1
2020-12-22,AS_STUDENT,File,60
2020-12-22,AS_STUDENT,File submissions,2
2020-12-22,AS_STUDENT,Folder,3
2020-12-22,AS_STUDENT,Grader report,1
2020-12-22,AS_STUDENT,Open Forum,21
2020-12-22,AS_STUDENT,Overview report,1
2020-12-22,AS_STUDENT,Page,28
2020-12-22,AS_STUDENT,Quiz,347
2020-12-22,AS_STUDENT,Single view,1
2020-12-22,AS_STUDENT,System,860
2020-12-22,AS_STUDENT,URL,55
2020-12-22,AS_STUDENT,User report,18
2020-12-22,AS_STUDENT,User tours,6
2020-12-22,AS_TEACHERS,Assignment,26
2020-12-22,AS_TEACHERS,File,1
2020-12-22,AS_TEACHERS,Grader report,1
2020-12-22,AS_TEACHERS,Quiz,4
2020-12-22,AS_TEACHERS,Single view,1
2020-12-22,AS_TEACHERS,System,504
2020-12-22,AS_TEACHERS,URL,3
2020-10-22,AS_NON-EDITING-TEACHERS,Assignment,411
2020-10-22,AS_NON-EDITING-TEACHERS,File,6
2020-10-22,AS_NON-EDITING-TEACHERS,Grader report,2
2020-10-22,AS_NON-EDITING-TEACHERS,Open Forum,22
2020-10-22,AS_NON-EDITING-TEACHERS,Questionnaire,3
2020-10-22,AS_NON-EDITING-TEACHERS,Quiz,36
2020-10-22,AS_NON-EDITING-TEACHERS,Scheduler,1
2020-10-22,AS_NON-EDITING-TEACHERS,Submission comments,42
2020-10-22,AS_NON-EDITING-TEACHERS,System,938
2020-10-22,AS_NON-EDITING-TEACHERS,URL,5
2020-10-22,AS_NON-EDITING-TEACHERS,User report,1
2020-10-22,AS_NON-EDITING-TEACHERS,Workshop,2
2020-10-22,AS_STUDENT,Assignment,2155
2020-10-22,AS_STUDENT,Book,6
2020-10-22,AS_STUDENT,Choice,16
2020-10-22,AS_STUDENT,External tool,7
2020-10-22,AS_STUDENT,File,495
2020-10-22,AS_STUDENT,File submissions,176
2020-10-22,AS_STUDENT,Folder,3
2020-10-22,AS_STUDENT,Forum,8
2020-10-22,AS_STUDENT,Grader report,2
2020-10-22,AS_STUDENT,Group choice,5
2020-10-22,AS_STUDENT,Online text submissions,36
2020-10-22,AS_STUDENT,Open Forum,479
2020-10-22,AS_STUDENT,Overview report,19
2020-10-22,AS_STUDENT,Page,167
2020-10-22,AS_STUDENT,Questionnaire,3
2020-10-22,AS_STUDENT,Quiz,2801
2020-10-22,AS_STUDENT,Scheduler,30
2020-10-22,AS_STUDENT,Submission comments,29
2020-10-22,AS_STUDENT,System,10194
2020-10-22,AS_STUDENT,URL,619
2020-10-22,AS_STUDENT,User report,120
2020-10-22,AS_STUDENT,User tours,34
2020-10-22,AS_STUDENT,Workshop,28
2020-10-22,AS_TEACHERS,Assignment,212
2020-10-22,AS_TEACHERS,Course participation,4
2020-10-22,AS_TEACHERS,File,8
2020-10-22,AS_TEACHERS,Grader report,11
2020-10-22,AS_TEACHERS,Lesson,2
2020-10-22,AS_TEACHERS,Logs,1
2020-10-22,AS_TEACHERS,Open Forum,28
2020-10-22,AS_TEACHERS,Page,23
2020-10-22,AS_TEACHERS,Questionnaire,3
2020-10-22,AS_TEACHERS,Quiz,231
2020-10-22,AS_TEACHERS,Single view,10
2020-10-22,AS_TEACHERS,Submission comments,19
2020-10-22,AS_TEACHERS,System,4643
2020-10-22,AS_TEACHERS,URL,19
2020-10-22,AS_TEACHERS,User report,1
2020-10-22,AS_TEACHERS,Workshop,1
2021-01-07,AS_NON-EDITING-TEACHERS,Assignment,135
2021-01-07,AS_NON-EDITING-TEACHERS,Grader report,5
2021-01-07,AS_NON-EDITING-TEACHERS,Group choice,2
2021-01-07,AS_NON-EDITING-TEACHERS,Open Forum,8
2021-01-07,AS_NON-EDITING-TEACHERS,Quiz,162
2021-01-07,AS_NON-EDITING-TEACHERS,System,150
2021-01-07,AS_NON-EDITING-TEACHERS,User report,3
2021-01-07,AS_STUDENT,Assignment,2980
2021-01-07,AS_STUDENT,Book,730
2021-01-07,AS_STUDENT,File,481
2021-01-07,AS_STUDENT,File submissions,244
2021-01-07,AS_STUDENT,Folder,24
2021-01-07,AS_STUDENT,Forum,222
2021-01-07,AS_STUDENT,Grader report,5
2021-01-07,AS_STUDENT,Group choice,2
2021-01-07,AS_STUDENT,Lesson,936
2021-01-07,AS_STUDENT,Online text submissions,50
2021-01-07,AS_STUDENT,Open Forum,221
2021-01-07,AS_STUDENT,Overview report,17
2021-01-07,AS_STUDENT,Page,264
2021-01-07,AS_STUDENT,Quiz,5807
2021-01-07,AS_STUDENT,Safe Exam Browser access rules,24
2021-01-07,AS_STUDENT,Scheduler,27
2021-01-07,AS_STUDENT,Submission comments,5
2021-01-07,AS_STUDENT,System,7390
2021-01-07,AS_STUDENT,URL,578
2021-01-07,AS_STUDENT,User report,203
2021-01-07,AS_TEACHERS,Assignment,859
2021-01-07,AS_TEACHERS,Grader report,24
2021-01-07,AS_TEACHERS,Group choice,2
2021-01-07,AS_TEACHERS,Logs,21
2021-01-07,AS_TEACHERS,Open Forum,8
2021-01-07,AS_TEACHERS,Overview report,2
2021-01-07,AS_TEACHERS,Quiz,81
2021-01-07,AS_TEACHERS,Scheduler,4
2021-01-07,AS_TEACHERS,Single view,7
2021-01-07,AS_TEACHERS,Submission comments,43
2021-01-07,AS_TEACHERS,System,1299
2021-01-07,AS_TEACHERS,URL,1
2021-01-07,AS_TEACHERS,User report,6
2021-01-05,AS_NON-EDITING-TEACHERS,Assignment,92
2021-01-05,AS_NON-EDITING-TEACHERS,File,1
2021-01-05,AS_NON-EDITING-TEACHERS,File submissions,2
2021-01-05,AS_NON-EDITING-TEACHERS,Grader report,5
2021-01-05,AS_NON-EDITING-TEACHERS,Online text submissions,2
2021-01-05,AS_NON-EDITING-TEACHERS,Open Forum,15
2021-01-05,AS_NON-EDITING-TEACHERS,Quiz,23
2021-01-05,AS_NON-EDITING-TEACHERS,Single view,1
2021-01-05,AS_NON-EDITING-TEACHERS,System,534
2021-01-05,AS_NON-EDITING-TEACHERS,URL,6
2021-01-05,AS_NON-EDITING-TEACHERS,User report,2
2021-01-05,AS_STUDENT,Assignment,2291
2021-01-05,AS_STUDENT,Book,167
2021-01-05,AS_STUDENT,External tool,7
2021-01-05,AS_STUDENT,File,368
2021-01-05,AS_STUDENT,File submissions,220
2021-01-05,AS_STUDENT,Folder,9
2021-01-05,AS_STUDENT,Forum,366
2021-01-05,AS_STUDENT,Grader report,3
2021-01-05,AS_STUDENT,Group choice,5
2021-01-05,AS_STUDENT,Lesson,142
2021-01-05,AS_STUDENT,Online text submissions,20
2021-01-05,AS_STUDENT,Open Forum,266
2021-01-05,AS_STUDENT,Overview report,8
2021-01-05,AS_STUDENT,Page,174
2021-01-05,AS_STUDENT,Quiz,1774
2021-01-05,AS_STUDENT,Safe Exam Browser access rules,20
2021-01-05,AS_STUDENT,Scheduler,25
2021-01-05,AS_STUDENT,Single view,1
2021-01-05,AS_STUDENT,Submission comments,3
2021-01-05,AS_STUDENT,System,6103
2021-01-05,AS_STUDENT,URL,735
2021-01-05,AS_STUDENT,User report,87
2021-01-05,AS_TEACHERS,Assignment,339
2021-01-05,AS_TEACHERS,File,1
2021-01-05,AS_TEACHERS,Grader report,9
2021-01-05,AS_TEACHERS,Open Forum,43
2021-01-05,AS_TEACHERS,Questionnaire,4
2021-01-05,AS_TEACHERS,Quiz,178
2021-01-05,AS_TEACHERS,Scheduler,2
2021-01-05,AS_TEACHERS,Single view,1
2021-01-05,AS_TEACHERS,System,2169
2021-01-05,AS_TEACHERS,URL,5
2021-01-05,AS_TEACHERS,User report,2
2020-09-23,AS_NON-EDITING-TEACHERS,Assignment,119
2020-09-23,AS_NON-EDITING-TEACHERS,Choice,2
2020-09-23,AS_NON-EDITING-TEACHERS,File,9
2020-09-23,AS_NON-EDITING-TEACHERS,Forum,63
2020-09-23,AS_NON-EDITING-TEACHERS,Open Forum,14
2020-09-23,AS_NON-EDITING-TEACHERS,Quiz,21
2020-09-23,AS_NON-EDITING-TEACHERS,Submission comments,1
2020-09-23,AS_NON-EDITING-TEACHERS,System,1064
2020-09-23,AS_NON-EDITING-TEACHERS,URL,13
2020-09-23,AS_NON-EDITING-TEACHERS,Workshop,1
2020-09-23,AS_STUDENT,Assignment,2143
2020-09-23,AS_STUDENT,Book,14
2020-09-23,AS_STUDENT,Choice,12
2020-09-23,AS_STUDENT,External tool,17
2020-09-23,AS_STUDENT,File,531
2020-09-23,AS_STUDENT,File submissions,238
2020-09-23,AS_STUDENT,Folder,11
2020-09-23,AS_STUDENT,Forum,339
2020-09-23,AS_STUDENT,Glossary,1
2020-09-23,AS_STUDENT,Group choice,285
2020-09-23,AS_STUDENT,Online text submissions,24
2020-09-23,AS_STUDENT,Open Forum,1202
2020-09-23,AS_STUDENT,Overview report,10
2020-09-23,AS_STUDENT,Page,125
2020-09-23,AS_STUDENT,Questionnaire,12
2020-09-23,AS_STUDENT,Quiz,2856
2020-09-23,AS_STUDENT,Scheduler,6
2020-09-23,AS_STUDENT,Submission comments,3
2020-09-23,AS_STUDENT,System,12751
2020-09-23,AS_STUDENT,URL,881
2020-09-23,AS_STUDENT,User report,55
2020-09-23,AS_STUDENT,User tours,24
2020-09-23,AS_STUDENT,Wiki,1
2020-09-23,AS_STUDENT,Workshop,72
2020-09-23,AS_TEACHERS,Assignment,279
2020-09-23,AS_TEACHERS,Choice,2
2020-09-23,AS_TEACHERS,File,15
2020-09-23,AS_TEACHERS,Folder,1
2020-09-23,AS_TEACHERS,Forum,65
2020-09-23,AS_TEACHERS,Glossary,3
2020-09-23,AS_TEACHERS,Grader report,2
2020-09-23,AS_TEACHERS,Group choice,6
2020-09-23,AS_TEACHERS,Logs,1
2020-09-23,AS_TEACHERS,Open Forum,86
2020-09-23,AS_TEACHERS,Overview report,2
2020-09-23,AS_TEACHERS,Page,1
2020-09-23,AS_TEACHERS,Quiz,261
2020-09-23,AS_TEACHERS,Submission comments,2
2020-09-23,AS_TEACHERS,System,3528
2020-09-23,AS_TEACHERS,URL,20
2020-09-23,AS_TEACHERS,Workshop,22
2020-10-08,AS_NON-EDITING-TEACHERS,Assignment,198
2020-10-08,AS_NON-EDITING-TEACHERS,File,18
2020-10-08,AS_NON-EDITING-TEACHERS,Grader report,8
2020-10-08,AS_NON-EDITING-TEACHERS,Open Forum,34
2020-10-08,AS_NON-EDITING-TEACHERS,Page,14
2020-10-08,AS_NON-EDITING-TEACHERS,Quiz,158
2020-10-08,AS_NON-EDITING-TEACHERS,System,1723
2020-10-08,AS_NON-EDITING-TEACHERS,URL,20
2020-10-08,AS_NON-EDITING-TEACHERS,User report,1
2020-10-08,AS_NON-EDITING-TEACHERS,Workshop,29
2020-10-08,AS_STUDENT,Assignment,2526
2020-10-08,AS_STUDENT,Book,4
2020-10-08,AS_STUDENT,Choice,1
2020-10-08,AS_STUDENT,External tool,7
2020-10-08,AS_STUDENT,Feedback,3
2020-10-08,AS_STUDENT,File,460
2020-10-08,AS_STUDENT,File submissions,154
2020-10-08,AS_STUDENT,Folder,4
2020-10-08,AS_STUDENT,Forum,60
2020-10-08,AS_STUDENT,Grader report,8
2020-10-08,AS_STUDENT,Online text submissions,4
2020-10-08,AS_STUDENT,Open Forum,442
2020-10-08,AS_STUDENT,Open Grader,16
2020-10-08,AS_STUDENT,Overview report,11
2020-10-08,AS_STUDENT,Page,286
